상가업소번호,상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,시군구코드,시군구명,행정동코드,행정동명,경도,위도
MA010120220809586595,브이비스튜디오,과학·기술,광고,광고 대행업,11170,용산구,11170685,한남동,127.00345122446,37.5432379622756
MA010120220812816862,교촌치킨,음식,기타 간이,치킨,11170,용산구,11170625,한강로동,126.970064344544,37.530403971656
MA010120220803726024,더클럼지플랜,소매,장식품 소매,예술품 소매업,11170,용산구,11170650,이태원1동,126.996209735918,37.5348406304367
MA010120220800272756,셔츠갤러리,소매,섬유·의복·신발 소매,여성 의류 소매업,11170,용산구,11170650,이태원1동,126.990360389174,37.5340203870598
MA010120220800283495,버블핫,소매,섬유·의복·신발 소매,여성 의류 소매업,11170,용산구,11170625,한강로동,126.956826485491,37.5321478167086
MA010120220800316765,단풍단풍나무이태원점,음식,한식,백반/한정식,11170,용산구,11170650,이태원1동,126.993788470932,37.5351018181298
MA010120220806347786,피엔제이씨,과학·기술,광고,광고 대행업,11170,용산구,11170570,원효로2동,126.95036586983,37.5327939989292
MA010120220805483430,청춘감성포차,음식,주점,요리 주점,11170,용산구,11170625,한강로동,126.965292126741,37.5258706266326
MA010120220812292231,삼성철물건축,소매,철물·건설자재 소매,철물/공구 소매업,11170,용산구,11170520,용산2가동,126.984361279713,37.5466517642823
MA010120220800317732,케이엘커뮤니케이션,과학·기술,광고,광고 대행업,11170,용산구,11170570,원효로2동,126.955172582089,37.5356340738741
MA010120220814382191,서울역7;8번타는곳편의점남홈,소매,종합 소매,편의점,11170,용산구,11170530,남영동,126.971729524861,37.5548394905799
MA010120220801161453,사피엔시아리더스서울,교육,기타 교육,외국어학원,11170,용산구,11170685,한남동,127.008429099787,37.5348854404844
MA010120220810303827,김이홍아키텍츠,과학·기술,전문 디자인,시각 디자인업,11170,용산구,11170685,한남동,127.006256503101,37.5317140519381
MA010120220812071730,아이파크숲,소매,섬유·의복·신발 소매,여성 의류 소매업,11170,용산구,11170625,한강로동,126.964735959893,37.5297717997901
MA010120220812498101,류니크,수리·개인,이용·미용,피부 관리실,11170,용산구,11170660,이태원2동,126.988243852485,37.5391198583194
MA010120220800271319,한솥,음식,한식,백반/한정식,11170,용산구,11170530,남영동,126.972434827466,37.5449737241438
MA010120220800264723,구두병원,수리·개인,기타 가정용품 수리,의류/이불 수선업,11170,용산구,11170630,이촌1동,126.979401315813,37.5184316476979
MA010120220813745450,소하갤러리카페,음식,비알코올 ,카페,11170,용산구,11170510,후암동,126.979676318931,37.5471466002858
MA010120220813989813,국방컨벤션센터,수리·개인,기타 개인,예식장업,11170,용산구,11170625,한강로동,126.977688727079,37.5335952024558
MA010120220802836614,오드리ILVA,소매,가구 소매,가구 소매업,11170,용산구,11170625,한강로동,126.964895627633,37.527041812093
MA010120220802652116,고두남스튜디오,과학·기술,사진 촬영,사진촬영업,11170,용산구,11170555,청파동,126.966265981275,37.5488824582328
MA010120220800264028,선천,수리·개인,이용·미용,미용실,11170,용산구,11170520,용산2가동,126.983705104364,37.5459488963081
MA010120220805129416,원효해물탕,음식,한식,국/탕/찌개류,11170,용산구,11170560,원효로1동,126.961293680946,37.535555148696
MA010120220811894103,희네일,수리·개인,이용·미용,네일숍,11170,용산구,11170630,이촌1동,126.967704198198,37.5202310347993
MA010120220803242737,소소헌,소매,기타 생활용품 소매,주방/가정용품 소매업,11170,용산구,11170650,이태원1동,126.993369753952,37.5361109161243
MA010120220800286596,이스트웨스트,음식,주점,요리 주점,11170,용산구,11170650,이태원1동,126.996583140156,37.5340747911034
MA010120220800280443,에스크컨베이,음식,비알코올 ,카페,11170,용산구,11170625,한강로동,126.959523349991,37.5244181768744
MA010120220811871969,스카이토탈크린,시설관리·임대,청소·방제,건축물 일반 청소업,11170,용산구,11170700,보광동,127.002149543761,37.5293265442372
MA010120220805247463,이대연스튜디오,과학·기술,사진 촬영,사진촬영업,11170,용산구,11170520,용산2가동,126.98726970309,37.5454177449153
MA010120220812404742,이든하우징,시설관리·임대,기타 사업 서비스,전시/컨벤션/행사 대행 서비스업,11170,용산구,11170530,남영동,126.976302287264,37.5529574113652
MA010120220811744488,얇은공기스튜디오,과학·기술,사진 촬영,사진촬영업,11170,용산구,11170700,보광동,126.999604016789,37.5320926375236
MA010120220800315184,소화병원,보건의료,병원,일반병원,11170,용산구,11170555,청파동,126.968674318215,37.5537665321739
MA010120220808007723,신정미디어,과학·기술,광고,광고물 설계/제작업,11170,용산구,11170530,남영동,126.973228080272,37.5417573385533
MA010120220809897984,쳐비스,음식,한식,백반/한정식,11170,용산구,11170685,한남동,127.005860586049,37.5325339833518
MA010120220800283571,남송사진관,과학·기술,사진 촬영,사진촬영업,11170,용산구,11170530,남영동,126.976302287264,37.5529574113652
MA010120220800277743,아리랑공인중개사사무소,부동산,부동산 서비스,부동산 중개/대리업,11170,용산구,11170650,이태원1동,126.988934733076,37.5345608626112
MA010120220804587011,에이치엔선진,음식,동남아시아,베트남식 전문,11170,용산구,11170685,한남동,127.002138436937,37.5365615831716
MA010120220800279280,친구의천,음식,한식,백반/한정식,11170,용산구,11170700,보광동,126.999355165646,37.5259838450022
MA010120220811712443,스카이,음식,주점,요리 주점,11170,용산구,11170650,이태원1동,126.994693686468,37.5340476912934
MA010120220800275860,고전사,소매,가전·통신 소매,가전제품 소매업,11170,용산구,11170625,한강로동,126.959564082485,37.5327884965563
MA010120220800267446,O&G,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,11170,용산구,11170625,한강로동,126.965175818964,37.5327091945641
MA010120220809992120,스포원올댓테니스,예술·스포츠,스포츠 서비스,테니스장,11170,용산구,11170625,한강로동,126.972235086502,37.5343418769557
MA010120220813836292,영진골뱅이,음식,주점,요리 주점,11170,용산구,11170555,청파동,126.963243385557,37.5511881119937
MA010120220812660442,엄찌아고,음식,한식,백반/한정식,11170,용산구,11170625,한강로동,126.967643132138,37.5306646235246
MA010120220800259190,포차세차,음식,주점,요리 주점,11170,용산구,11170510,후암동,126.978103028002,37.5483626674036
MA010120220805318409,5호룸,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170650,이태원1동,126.990054934875,37.5338221415263
MA010120220807441744,씨유한남카페거리,소매,종합 소매,편의점,11170,용산구,11170685,한남동,127.000973034023,37.5356876279413
MA010120220800279446,새한,과학·기술,본사·경영 컨설팅,경영 컨설팅업,11170,용산구,11170555,청파동,126.969685384575,37.5442702708831
MA010120220804670501,아케디뜨,음식,비알코올 ,카페,11170,용산구,11170520,용산2가동,126.985017889339,37.5452462908367
MA010120220803382603,부동산리더공인중개사사무소,부동산,부동산 서비스,부동산 중개/대리업,11170,용산구,11170625,한강로동,126.972235086502,37.5343418769557
MA010120220800273993,털보집,음식,한식,백반/한정식,11170,용산구,11170530,남영동,126.972966820682,37.5445503774832
MA010120220802536963,신일공인중개사사무소,부동산,부동산 서비스,부동산 중개/대리업,11170,용산구,11170510,후암동,126.977547966247,37.5502456501729
MA010120220806166724,트리플쓰렛아카데미,교육,기타 교육,청소년 수련시설,11170,용산구,11170660,이태원2동,126.992871546688,37.5400302384146
MA010120220814350502,와이,음식,주점,요리 주점,11170,용산구,11170685,한남동,126.999739763709,37.5374896327237
MA010120220800273121,칼라,음식,주점,요리 주점,11170,용산구,11170560,원효로1동,126.961768845864,37.5356273835297
MA010120220800482545,고흥집해란,음식,한식,백반/한정식,11170,용산구,11170690,서빙고동,126.992985824192,37.5279928729311
MA010120220807011353,코멜리슈가링왁싱,수리·개인,이용·미용,피부 관리실,11170,용산구,11170650,이태원1동,126.995734619709,37.5334170328008
MA010120220800261943,두꺼비철물점,소매,철물·건설자재 소매,철물/공구 소매업,11170,용산구,11170700,보광동,126.997850422109,37.5305158662824
MA010120220814213150,별책부록,소매,오락용품 소매,서점,11170,용산구,11170520,용산2가동,126.986998207928,37.5449311757601
MA010120220800276527,옛집국수,음식,한식,국수/칼국수,11170,용산구,11170625,한강로동,126.97309526574,37.5334951351981
MA010120220809608158,지피테라퓨틱스,과학·기술,본사·경영 컨설팅,경영 컨설팅업,11170,용산구,11170625,한강로동,126.967519760974,37.5281778252738
MA010120220803266190,용문오뎅,소매,종합 소매,슈퍼마켓,11170,용산구,11170590,용문동,126.960297819604,37.5359332383485
MA010120220811993857,율봄한의원,보건의료,의원,한의원,11170,용산구,11170625,한강로동,126.967656503733,37.5258983278588
MA010120220800323707,스미스필드,과학·기술,전문 디자인,인테리어 디자인업,11170,용산구,11170685,한남동,127.005475948634,37.5330025223921
MA010120220800272719,헤어센스,수리·개인,이용·미용,미용실,11170,용산구,11170625,한강로동,126.963267495165,37.5251131724616
MA010120220804024892,단비,음식,한식,횟집,11170,용산구,11170685,한남동,127.008791194209,37.5352187843666
MA010120220813547896,조선제일국밥,음식,한식,국/탕/찌개류,11170,용산구,11170625,한강로동,126.966659672077,37.5288172968287
MA010120220800283900,오프더레코드,음식,주점,요리 주점,11170,용산구,11170650,이태원1동,126.994580480255,37.5349486870014
MA010120220800304363,영이네,음식,한식,백반/한정식,11170,용산구,11170685,한남동,126.999355083342,37.5355434700803
MA010120220805476126,아다르테디자인,과학·기술,전문 디자인,패션/섬유/기타 전문 디자인업,11170,용산구,11170660,이태원2동,126.994138959151,37.5383454378748
MA010120220800282643,선다래,음식,기타 간이,김밥/만두/분식,11170,용산구,11170555,청파동,126.965577474325,37.5449899442566
MA010120220810304292,아이티비즈,수리·개인,가전제품 수리,가전제품 수리업,11170,용산구,11170700,보광동,126.997963631271,37.5278128632917
MA010120220812364706,디엔에이,과학·기술,본사·경영 컨설팅,경영 컨설팅업,11170,용산구,11170685,한남동,127.007659735983,37.5349215329236
MA010120220800286154,안단테,소매,섬유·의복·신발 소매,가방 소매업,11170,용산구,11170650,이태원1동,126.992351604935,37.5346602434257
MA010120220800264105,성일정보,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,11170,용산구,11170625,한강로동,126.965175818964,37.5327091945641
MA010120220803192204,류가네미용실,수리·개인,이용·미용,미용실,11170,용산구,11170570,원효로2동,126.956587642068,37.5343101314963
MA010120220808405594,유포리아커피로스터스,음식,비알코올 ,카페,11170,용산구,11170685,한남동,127.000973035077,37.5357687180008
MA010120220800272207,명금당,소매,시계·귀금속 소매,시계/귀금속 소매업,11170,용산구,11170555,청파동,126.962937580633,37.5517015853816
MA010120220805243738,당근,과학·기술,전문 디자인,시각 디자인업,11170,용산구,11170570,원효로2동,126.953046616453,37.5338312462696
MA010120220800278244,비너스,음식,주점,요리 주점,11170,용산구,11170510,후암동,126.976914297892,37.5500563183117
MA010120220813867882,천궁,음식,중식,중국집,11170,용산구,11170560,원효로1동,126.963387456868,37.5342763953392
MA010120220801034368,베이지컬리,과학·기술,전문 디자인,패션/섬유/기타 전문 디자인업,11170,용산구,11170520,용산2가동,126.984644723191,37.544002863877
MA010120220812909218,큐브,숙박,일반 숙박,여관/모텔,11170,용산구,11170650,이태원1동,126.992091259542,37.5357864771986
MA010120220808369541,크리스,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170650,이태원1동,126.99108449675,37.5339753938992
MA010120220806432939,안부동산중개법인,부동산,부동산 서비스,부동산 중개/대리업,11170,용산구,11170685,한남동,127.009854596453,37.5341555194522
MA010120220803064951,머쉬룸,과학·기술,광고,광고 대행업,11170,용산구,11170660,이태원2동,126.990483785165,37.54235464968
MA010120220811997980,왕대박생고기집,음식,한식,돼지고기 구이/찜,11170,용산구,11170555,청파동,126.963310919115,37.5519359614963
MA010120220811720637,신중한관리자,과학·기술,본사·경영 컨설팅,경영 컨설팅업,11170,용산구,11170625,한강로동,126.971625034126,37.5319360592054
MA010120220807998555,도로시,소매,섬유·의복·신발 소매,여성 의류 소매업,11170,용산구,11170700,보광동,126.997839147009,37.5291823837665
MA010120220813139939,열매,소매,식물 소매,꽃집,11170,용산구,11170685,한남동,127.002851308941,37.5381293088319
MA010120220813072750,코지빌라커피,음식,비알코올 ,카페,11170,용산구,11170650,이태원1동,126.992430978214,37.532939336716
MA010120220813479452,젠트레이디,음식,비알코올 ,카페,11170,용산구,11170510,후암동,126.978567616522,37.5461913453456
MA010120220810588871,저스트컴,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,11170,용산구,11170625,한강로동,126.964236085734,37.5341324952504
MA010120220809461667,트릿,음식,비알코올 ,카페,11170,용산구,11170625,한강로동,126.967656503733,37.5258983278588
MA010120220811510751,사이메드,소매,의약·화장품 소매,화장품 소매업,11170,용산구,11170660,이태원2동,126.995066734275,37.5388680604052
MA010120220805160437,아이엠비더블유,과학·기술,본사·경영 컨설팅,경영 컨설팅업,11170,용산구,11170625,한강로동,126.972584977327,37.5366575304205
MA010120220810133632,제이원공인중개사사무소,부동산,부동산 서비스,부동산 중개/대리업,11170,용산구,11170625,한강로동,126.967656503733,37.5258983278588
MA010120220800284404,래미안공인중개사사무소,부동산,부동산 서비스,부동산 중개/대리업,11170,용산구,11170630,이촌1동,126.980453580483,37.5173866626108
MA010120220804256473,신영공인중개사사무소,부동산,부동산 서비스,부동산 중개/대리업,11170,용산구,11170690,서빙고동,126.996696832305,37.5215778984005
MA010120220808147844,조수현,과학·기술,전문 디자인,패션/섬유/기타 전문 디자인업,11170,용산구,11170685,한남동,127.001437087989,37.5443192032809
MA010120220809690662,춈,음식,서양식,경양식,11170,용산구,11170520,용산2가동,126.987236500619,37.5410478937169
MA010120220800294529,장수건강원,소매,식료품 소매,건강보조식품 소매업,11170,용산구,11170590,용문동,126.95922238898,37.5369690224659
MA010120220800316292,해태몰,소매,종합 소매,슈퍼마켓,11170,용산구,11170530,남영동,126.97364711611,37.54070326305
MA010120220812761880,엄마밥상,음식,한식,백반/한정식,11170,용산구,11170625,한강로동,126.966422112775,37.5287721794421
MA010120220812601602,씨유용산푸르지오써밋,소매,종합 소매,편의점,11170,용산구,11170625,한강로동,126.965234826522,37.5274563733086
MA010120220800265600,이끌림,수리·개인,이용·미용,미용실,11170,용산구,11170590,용문동,126.957637053662,37.5392660149975
MA010120220802930538,짐나우신,예술·스포츠,스포츠 서비스,헬스장,11170,용산구,11170625,한강로동,126.967656503733,37.5258983278588
MA010120220805243267,김사랑공인중개사사무소,부동산,부동산 서비스,부동산 중개/대리업,11170,용산구,11170625,한강로동,126.967656503733,37.5258983278588
MA010120220812997306,컴퓨터/소프트웨어소매업,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,11170,용산구,11170650,이태원1동,126.995926965651,37.5332728794272
MA010120220802754172,아이템허브,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,11170,용산구,11170560,원효로1동,126.963986295733,37.5359614508012
MA010120220805156367,효진컨설팅,과학·기술,본사·경영 컨설팅,경영 컨설팅업,11170,용산구,11170530,남영동,126.972907874925,37.5510916151593
MA010120220805285816,블링크,소매,섬유·의복·신발 소매,유아용 의류 소매업,11170,용산구,11170685,한남동,127.007874658098,37.5344620083707
MA010120220812657281,속초코다리,음식,한식,해산물 구이/찜,11170,용산구,11170590,용문동,126.960818073827,37.5363298523479
MA010120220812545200,입시·교과학원,교육,일반 교육,입시·교과학원,11170,용산구,11170555,청파동,126.967104154727,37.5471437671386
MA010120220800279888,애니,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170650,이태원1동,126.990383089099,37.5334617683138
MA010120220800285011,돈키호테,숙박,일반 숙박,펜션,11170,용산구,11170690,서빙고동,126.990939026636,37.5206405540151
MA010120220800281256,25시그리스노래연습실,예술·스포츠,유원지·오락,노래방,11170,용산구,11170685,한남동,127.006596059977,37.5333538555521
MA010120220808572159,플로블랑이촌,소매,식물 소매,꽃집,11170,용산구,11170630,이촌1동,126.972058920148,37.5213133487664
MA010120220813459146,다니하우스,숙박,일반 숙박,펜션,11170,용산구,11170650,이태원1동,126.993234210541,37.5335700861919
MA010120220809331016,용산화랑,소매,장식품 소매,예술품 소매업,11170,용산구,11170625,한강로동,126.970312581975,37.5320708867547
MA010120220807776337,울엄마손맛부페,음식,구내식당·뷔페,뷔페,11170,용산구,11170530,남영동,126.974808342621,37.5532724513721
MA010120220800286369,종로사,소매,오락용품 소매,운동용품 소매업,11170,용산구,11170555,청파동,126.968871010329,37.543423119587
MA010120220808231242,에코코스,소매,의약·화장품 소매,화장품 소매업,11170,용산구,11170650,이태원1동,126.996164500259,37.5344261685949
MA010120220813283162,은하수,음식,한식,돼지고기 구이/찜,11170,용산구,11170510,후암동,126.976710488398,37.550416677658
MA010120220803536206,디시크랙,과학·기술,사진 촬영,사진촬영업,11170,용산구,11170700,보광동,127.001674393742,37.5298761629048
MA010120220800271146,에어로플러스,소매,가전·통신 소매,가전제품 소매업,11170,용산구,11170625,한강로동,126.959564082485,37.5327884965563
MA010120220800277729,갑을,음식,한식,돼지고기 구이/찜,11170,용산구,11170630,이촌1동,126.974921169332,37.5205120986189
MA010120220804948259,떡곱집,음식,기타 간이,김밥/만두/분식,11170,용산구,11170555,청파동,126.969694654021,37.5493248772925
MA010120220812851742,101커피,음식,비알코올 ,카페,11170,용산구,11170625,한강로동,126.959319898518,37.5240937461249
MA010120220803523692,아이디어베이스,과학·기술,광고,광고 대행업,11170,용산구,11170650,이태원1동,126.994320227511,37.5352820450505
MA010120220805265758,이태원떡볶이,음식,기타 간이,김밥/만두/분식,11170,용산구,11170650,이태원1동,126.996402239985,37.5314618825
MA010120220812817633,사려니숲,음식,비알코올 ,카페,11170,용산구,11170520,용산2가동,126.981148090046,37.5444438471009
MA010120220811838929,도미니크,과학·기술,광고,광고 대행업,11170,용산구,11170510,후암동,126.976698105893,37.5538404681232
MA010120220802922501,아이파크몰플랙,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170625,한강로동,126.963243494836,37.5279152812857
MA010120220814036442,모은인테리어,과학·기술,전문 디자인,인테리어 디자인업,11170,용산구,11170570,원효로2동,126.950070999467,37.5338570557418
MA010120220800282207,간판없는집,과학·기술,사진 촬영,사진촬영업,11170,용산구,11170660,이태원2동,126.98965868997,37.5356511391368
MA010120220804164940,종합건축사사무소영지,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,11170,용산구,11170510,후암동,126.977718355491,37.5480922958231
MA010120220806941309,클로이,소매,식물 소매,꽃집,11170,용산구,11170660,이태원2동,126.987927355774,37.5371376257506
MA010120220803639100,청안디지털,소매,기타 생활용품 소매,전기용품/조명장치 소매업,11170,용산구,11170700,보광동,126.998201247646,37.52614601345
MA010120220808474563,멜리사앤파코,교육,일반 교육,입시·교과학원,11170,용산구,11170660,이태원2동,126.988843673357,37.5382279263049
MA010120220800271622,해피월드산업,소매,가구 소매,가구 소매업,11170,용산구,11170510,후암동,126.97585159727,37.5467944904695
MA010120220800272727,모든,시설관리·임대,청소·방제,건축물 일반 청소업,11170,용산구,11170530,남영동,126.97391700566,37.5455056503551
MA010120220800264162,소리샘,소매,가전·통신 소매,가전제품 소매업,11170,용산구,11170625,한강로동,126.959564082485,37.5327884965563
MA010120220800319651,한가족여행센터주,시설관리·임대,여행사·보조,여행사,11170,용산구,11170685,한남동,127.006867571107,37.5330835397621
MA010120220813029194,강가네빈대떡,음식,기타 간이,그 외 기타 간이 음식점,11170,용산구,11170685,한남동,127.005441971452,37.5325159833606
MA010120220809686489,33아파트먼트,음식,비알코올 ,카페,11170,용산구,11170685,한남동,127.002998404965,37.5382464352257
MA010120220804666671,(인비전스,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,11170,용산구,11170625,한강로동,126.959564082485,37.5327884965563
MA010120220813528937,비씨158,음식,기타 간이,빵/도넛,11170,용산구,11170555,청파동,126.962331313088,37.5420877352305
MA010120220807584556,지앤제이인베스트,예술·스포츠,유원지·오락,기타 오락관련 서비스업,11170,용산구,11170510,후암동,126.978895796436,37.5461283345218
MA010120220808507446,소회,과학·기술,사진 촬영,사진촬영업,11170,용산구,11170625,한강로동,126.962736114125,37.5244732943768
MA010120220804340063,데패뉴,과학·기술,광고,광고 대행업,11170,용산구,11170650,이태원1동,126.99524802598,37.5348586156706
MA010120220807432918,은남공인중개사사무소,부동산,부동산 서비스,부동산 중개/대리업,11170,용산구,11170625,한강로동,126.972134683888,37.530512598467
MA010120220807434566,경성공조,수리·개인,가전제품 수리,가전제품 수리업,11170,용산구,11170510,후암동,126.975239053574,37.551263316695
MA010120220811883205,라따뚜이인서울,음식,서양식,경양식,11170,용산구,11170555,청파동,126.970941655427,37.543666917131
MA010120220814394348,필갤러리,소매,장식품 소매,예술품 소매업,11170,용산구,11170685,한남동,127.009775322367,37.5335788854371
MA010120220800258918,고운미용실,수리·개인,이용·미용,미용실,11170,용산구,11170560,원효로1동,126.966293133215,37.5388453329288
MA010120220803176980,디자인스튜디오유랩,과학·기술,전문 디자인,시각 디자인업,11170,용산구,11170530,남영동,126.973680408988,37.5425593299274
MA010120220812134726,최영모스투디오,과학·기술,사진 촬영,사진촬영업,11170,용산구,11170690,서빙고동,126.993201293967,37.522271521048
MA010120220812374893,용산제이원부동산중개법인,부동산,부동산 서비스,부동산 중개/대리업,11170,용산구,11170625,한강로동,126.967883101018,37.5251055077698
MA010120220812454003,아티스트태양,소매,의약·화장품 소매,화장품 소매업,11170,용산구,11170685,한남동,127.000814616475,37.5341559278055
MA010120220800321137,선진보라매,시설관리·임대,시설관리,사업시설 유지·관리 서비스업,11170,용산구,11170690,서빙고동,126.985170513197,37.5173783389853
MA010120220810427101,애매모호,음식,한식,백반/한정식,11170,용산구,11170625,한강로동,126.972054621632,37.5328371627845
MA010120220800279984,충무전자,소매,가전·통신 소매,가전제품 소매업,11170,용산구,11170625,한강로동,126.965435493884,37.5338895821486
MA010120220813816217,용산아이폰수리,소매,섬유·의복·신발 소매,가방 소매업,11170,용산구,11170625,한강로동,126.965234826522,37.5274563733086
MA010120220800303616,VIP쇼핑타운,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170650,이태원1동,126.992012190654,37.5345521008561
MA010120220813755634,월간미식,음식,주점,생맥주 전문,11170,용산구,11170590,용문동,126.960331099346,37.5371856401973
MA010120220813479868,퀸,음식,주점,일반 유흥 주점,11170,용산구,11170530,남영동,126.971595554248,37.5500010987391
MA010120220803926913,스튜디오유선형,과학·기술,사진 촬영,사진촬영업,11170,용산구,11170560,원효로1동,126.963363687018,37.5366099796705
MA010120220805165396,이겨레,과학·기술,본사·경영 컨설팅,경영 컨설팅업,11170,용산구,11170560,원효로1동,126.965207672004,37.5372051976279
MA010120220800267805,물&산중개인사무소,부동산,부동산 서비스,부동산 중개/대리업,11170,용산구,11170560,원효로1동,126.968374425403,37.5403505787133
MA010120220810167301,법무법인예솔용산분사무소,과학·기술,법무관련 ,변호사,11170,용산구,11170570,원효로2동,126.952277748042,37.533065087285
MA010120220800286616,에이원호텔,숙박,일반 숙박,여관/모텔,11170,용산구,11170650,이태원1동,126.991650193229,37.5340475153247
MA010120220800261115,종합건축사사무소신라,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,11170,용산구,11170560,원효로1동,126.965444878973,37.5380702275895
MA010120220800270749,서가네식당,음식,한식,백반/한정식,11170,용산구,11170555,청파동,126.962500316242,37.54353839826
MA010120220812962650,테오트리,소매,의약·화장품 소매,화장품 소매업,11170,용산구,11170660,이태원2동,126.988594835692,37.537660272334
MA010120220800271239,정상현세무사사무소,과학·기술,회계·세무,세무사,11170,용산구,11170560,원효로1동,126.962787669008,37.534555518119
MA010120220803450346,성한아이엔티이태원,소매,섬유·의복·신발 소매,신발 소매업,11170,용산구,11170650,이태원1동,126.989568402381,37.5340203197579
MA010120220800025622,비지닷컴,소매,장식품 소매,기념품점,11170,용산구,11170560,원효로1동,126.965399957356,37.5373404041798
MA010120220800273420,옥천이발관,수리·개인,이용·미용,미용실,11170,용산구,11170660,이태원2동,126.989194268848,37.5393451991414
MA010120220802697427,리더스,과학·기술,본사·경영 컨설팅,경영 컨설팅업,11170,용산구,11170625,한강로동,126.970493212341,37.5330620332491
MA010120220800271751,나누리게임,소매,오락용품 소매,장난감 소매업,11170,용산구,11170625,한강로동,126.962347249638,37.5328975368316
MA010120220803133796,영콜렉션,소매,섬유·의복·신발 소매,신발 소매업,11170,용산구,11170530,남영동,126.969522706618,37.5547308218488
MA010120220811689653,아트플라자,소매,장식품 소매,예술품 소매업,11170,용산구,11170690,서빙고동,126.997726237866,37.5217851533503
MA010120220806529955,삼화전기철물,소매,기타 생활용품 소매,전기용품/조명장치 소매업,11170,용산구,11170555,청파동,126.969323103048,37.5447116669738
MA010120220800285720,온가족보건의원,보건의료,의원,기타 의원,11170,용산구,11170570,원효로2동,126.952583344453,37.5328760001687
MA010120220807071236,파운드커피,음식,비알코올 ,카페,11170,용산구,11170625,한강로동,126.968922801234,37.5276916618191
MA010120220804503229,지헤어,수리·개인,이용·미용,미용실,11170,용산구,11170580,효창동,126.961902422282,37.5399432181123
MA010120220800283589,한조분식,음식,기타 간이,치킨,11170,용산구,11170555,청파동,126.963695983216,37.5513324117351
MA010120220808426855,한아름통상,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170530,남영동,126.9722395561,37.5528033564175
MA010120220813010018,뮤,음식,주점,요리 주점,11170,용산구,11170650,이태원1동,126.993007808828,37.5348675142872
MA010120220807344510,팀아울,음식,한식,국수/칼국수,11170,용산구,11170650,이태원1동,126.992555240719,37.5348584766163
MA010120220808012343,WETCO.;LTD.,음식,비알코올 ,카페,11170,용산구,11170660,이태원2동,126.991445866333,37.5399400437465
MA010120220800284649,미래공인중개사사무소,부동산,부동산 서비스,부동산 중개/대리업,11170,용산구,11170625,한강로동,126.969577495971,37.5313048486214
MA010120220806870523,스튜디오에이앤오,과학·기술,전문 디자인,제품 디자인업,11170,용산구,11170530,남영동,126.971779739945,37.5417209613255
MA010120220800318245,제이엠피엔,과학·기술,광고,광고 대행업,11170,용산구,11170650,이태원1동,126.99096039192,37.5310741607654
MA010120220800269546,만복복권,예술·스포츠,유원지·오락,복권 발행/판매업,11170,용산구,11170590,용문동,126.959233281693,37.5377438865307
MA010120220805045598,더.준지,수리·개인,이용·미용,미용실,11170,용산구,11170625,한강로동,126.966659672077,37.5288172968287
MA010120220810300585,클라우프,소매,섬유·의복·신발 소매,신발 소매업,11170,용산구,11170660,이태원2동,126.990314183034,37.5413635361978
MA010120220813373809,셀프빨래방,수리·개인,세탁,셀프 빨래방,11170,용산구,11170555,청파동,126.96951363552,37.549216710868
MA010120220810037827,열정도쭈꾸미,음식,한식,해산물 구이/찜,11170,용산구,11170560,원효로1동,126.968952042246,37.5390262619613
MA010120220806917223,어텀브릿,음식,주점,요리 주점,11170,용산구,11170625,한강로동,126.971634873779,37.5358283855239
MA010120220800278676,다비다성의,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170625,한강로동,126.96860762663,37.5238893494058
MA010120220813426155,타임투,과학·기술,광고,광고 대행업,11170,용산구,11170625,한강로동,126.968027871066,37.5304845280259
MA010120220800316122,도미노피자,음식,기타 간이,피자,11170,용산구,11170625,한강로동,126.968732023487,37.5239884926719
MA010120220809937985,왓앤스토리,과학·기술,본사·경영 컨설팅,경영 컨설팅업,11170,용산구,11170650,이태원1동,126.994659827038,37.5328853984685
MA010120220800260655,－현대자동차,수리·개인,자동차 수리·세차,자동차 정비소,11170,용산구,11170640,이촌2동,126.953874829287,37.5301194478735
MA010120220809751008,컨소,과학·기술,본사·경영 컨설팅,경영 컨설팅업,11170,용산구,11170660,이태원2동,126.987519697966,37.5391378040106
MA010120220804007613,파티스테이션,음식,주점,일반 유흥 주점,11170,용산구,11170685,한남동,127.009854596453,37.5341555194522
MA010120220810165552,레스트,음식,서양식,경양식,11170,용산구,11170660,이태원2동,126.987259744149,37.537443895755
MA010120220806665469,윤주당,음식,한식,백반/한정식,11170,용산구,11170520,용산2가동,126.985979711515,37.5453545288557
